id,systeme_id,theme_id,type_id,numero,application_id,date,journal,titre,resume,joint,complement
1052,61,148.0,11,2021-1,2,2021-10-22,98 / 2021,Relatif au passe vaccinal concernant le virus « SARS-CoV-2 »,"Article premier : Il est attribué un passe vaccinal à chaque personne de nationalité tunisienne ou résidant en Tunisie, âgée de dix-huit (18) ans et plus et ayant achevé son schéma vaccinal contre le virus « SARSCoV-2». Article 2 : Les personnes mentionnées au premier et troisième alinéas de l’article premier du présent décret-loi doivent présenter le passe vaccinal pour accéder aux espaces suivants : - Les structures et sièges relevant de l’Etat, des collectivités locales et des instances, entreprises et établissements publics, - Les établissements éducatifs et universitaires, les établissements de formation professionnelle, les crèches, les jardins d’enfants et les kouttabs relevant des secteurs public et privé, et les centres de protection sociale, - Les structures de santé publiques et privées pour l’accompagnement des malades ou pour les visites, - Les prisons, les centres de rééducation des enfants délinquants et des centres de garde à vue pour les visites, - Les cafés, restaurants et diverses catégories de locaux, des unités touristiques et espaces recevant du public, - Les lieux et espaces réservés aux activités de loisirs et des fêtes, et à l’accueil des foires, colloques, manifestations artistiques, scientifiques, culturelles et sportives ainsi que les lieux de cultes. Article 5 : L’agent public et le salarié du secteur privé bénéficient d’un jour de congé payé pour se faire vacciner à condition de présenter à son supérieur hiérarchique ou à son employeur la preuve qu’il a été vacciné. L’agent ou le salarié bénéficie également d’un congé de maladie en plus du congé précité, sur la base d’un certificat médical qui lui est délivré à cet effet. Article 6 : Le défaut de présentation du passe vaccinal entraine la suspension de l’exercice de fonctions pour les personnels de l’Etat, des collectivités locales et des instances, entreprises et établissements publics, et le contrat de travail pour les salariés du secteur privé, et ce, jusqu’à la présentation du passe vaccinal.",decret_loi_n_2021_21.pdf,
1053,2,162.0,5,11-06-2003,2,2003-06-11,49 / 2003,"Définissant les caractéristiques de l'uniforme des agents exerçant les activités privées de contrôle, de gardiennage","Définissant les caractéristiques de l'uniforme des agents exerçant les activités privées de contrôle, de gardiennage, de transport de fonds et de métaux précieux : - Article premier : Le présent arrêté définit les caractéristiques de l'uniforme des agents exerçant les activités privées de contrôle, de gardiennage, de transport de fonds et de métaux précieux. - Article 2 : L'uniforme des agents exerçant les activités privées de contrôle, de gardiennage, de transport de fonds et de métaux précieux comporte : Une tenue d'été, Une tenue d'hiver. Les parties de chaque tenue sont définies comme suit : La tenue d'été : une tenue de combat de couleur grise claire, un chapeau en toile de couleur grise avec bord à l'avant, un pull manches courtes en coton de couleur grise, une paire de chaussettes grises, un brodequin noir. La tenue d'hiver : une tenue de combat de couleur grise claire, une veste en cuir de couleur noire, un chapeau en toile de couleur grise avec bord à l'avant, un pull manches longues en laine de couleur noire, une paire de chaussettes grises, un brodequin noir. Un écusson rond brodé de couleur jaune et sur lequel est inscrit en noir en langue arabe et dans une langue étrangère, le nom et l'enseigne de l'établissement, doit être fixé sur le chapeau, la tenue de combat, la veste en cuir, sur le côté droit de la poitrine et sur le dos.",Arrete2003_471_uniforme-0.pdf,
1054,2,162.0,5,11-06-2003,2,2003-06-11,49 / 2006,Les programmes de formation des agents recrutés pour l'exercice des fonctions liées aux activités privées de contrôle,"Les programmes de formation des agents recrutés pour l'exercice des fonctions liées aux activités privées de contrôle, de gardiennage, de transport de fonds et de métaux précieux et de protection physique des personnes ainsi que les conditions de remise du certificat d'aptitude professionnelle : L'entreprise faisant appel à un service de gardiennage externe doit s'assurer que les agents recrutés ont reçu une formation de base et une formation continue, de 30 jours. La formation inclut les thèmes suivants : - Initiation et sensibilisation théorique de l'agent aux fonctions et attributions; - formation théorique et pratique au comportement vis-à-vis de l'environnement interne et externe; - formation théorique et pratique au domaine d'intervention de l'agent - formation théorique et pratique au modalité d'utilisation des moyens d'intervention - formation théorique au cas de sollicitation d'assistance et de secours - formation théorique et pratique à la culture physique. Les agents recrutés, ayant reçu une formation de base, sont soumis à une formation continue dans le cadre de cycles organisés par l'employeur, tous les 5 ans à partir de la date de recrutement de l'agent et durant une semaine. L'entreprise doit s'assurer de la disponibilité d'un certificat d'aptitude professionnelle pour les agents ayant poursuivi régulièrement et assidûment les cycles de formation de base ou de formation continue et ayant subi des épreuves de contrôle attestant leur capacité d'assimiler les modules de formation.",formation-0.pdf,
1055,3,43.0,5,21-01-2021,3,2021-01-21,10 / 2021,Relatif à la protection de monuments historiques et archéologiques,Cet arrêté fixe les monuments historiques et archéologiques qui sont protégés et qui sont situés aux : Gouvernorat de Tunis Gouvernorat de Ben Arous Gouvernorat de Zaghouan Gouvernorat de Nabeul Gouvernorat de Bizerte Gouvernorat de Béja Gouvernorat de Jendouba Gouvernorat de Kef Gouvernorat de Kairouan Gouvernorat de Sousse Gouvernorat de Monastir Gouvernorat de Gafsa Gouvernorat de Tozeur Gouvernorat de Kébili Gouvernorat de Mednine Gouvernorat de Tataouine,Arrete2021_358Arabe.pdf,
1056,43,92.0,23,2021-26,3,2021-03-24,28 / 2021, Portant ratification de l’adhésion de la République tunisienne à l’amendement du protocole de Montréal ,Portant ratification de l’adhésion de la République tunisienne à l’amendement du protocole de Montréal relatif aux substances qui appauvrissent la couche d’ozone adopté à Kigali le 15 octobre 2016 La présente loi portant ratification de l’adhésion de la République tunisienne à l’amendement du protocole de Montréal relatif aux substances qui appauvrissent la couche d’ozone adopté à Kigali le 15 octobre 2016.,TN_DP_2021_26.pdf,
1057,43,92.0,23,2021-27,3,2021-03-24,28 / 2021,Portant ratification du protocole de Nagoya sur l’accès aux ressources génétiques,"Portant ratification du protocole de Nagoya sur l’accès aux ressources génétiques et le partage juste et équitable des avantages découlant de leur utilisation relative à la convention sur la diversité biologique. Ce décret portant ratification du protocole de Nagoya sur l’accès aux ressources génétiques et le partage juste et équitable des avantages découlant de leur utilisation relative à la convention sur la diversité biologique, adopté à Nagoya le 29 octobre 2010.",TN_DP_2021_27.pdf,
1058,43,92.0,23,2021-12,3,2021-03-24,28 / 2021,Relative à l’approbation du protocole de Nagoya sur l’accès aux ressources génétiques ,"Relative à l’approbation du protocole de Nagoya sur l’accès aux ressources génétiques et le partage juste et équitable des avantages découlant de leur utilisation relative à la convention sur la diversité biologique La présente loi portant approbation du protocole de Nagoya sur l’accès aux ressources génétiques et le partage juste et équitable des avantages découlant de leur utilisation relative à la convention sur la diversité biologique, adopté à Nagoya le 29 octobre 2010.",TN_L_2021_12.pdf,
1059,66,161.0,5,---,3,2021-05-19,43 / 2021,Fixant le prix de l'eau potable,"L’entreprise branchée au réseau national de l’eau potable géré par la SONEDE est tenue de payer sa consommation en eau conformément aux tarifs fixés dans le présent arrêté . Cet arrêté fixe le Tarif progressif et les Tarifs uniformes du prix de l'eau potable. Pour le Tarif progressif, il comprend les prix suivants : - Deux cent millimes (0,200d) par m3 , - Six cent soixante-cinq millimes (0,665d) par m3 , - Huit cent dix millimes (0,810d) par m3 , - Mille cent vingt millimes (1,120d) par m3 , - Mille deux cent quatre-vingt-dix millimes (1,290d) par m3 , - Mille six cent vingt millimes (1,620d) par m3 Les tarifs s'appliquent comme suit : 1.1- Le tarif deux cent millimes (0,200d) par m3 s'applique aux consommations trimestrielles inférieures ou égales à 20 m3 . 1.2- Le tarif six cent soixante-cinq millimes (0,665d) par m3 s'applique à la totalité de la consommation trimestrielle de l'abonné lorsque celle-ci est supérieure à 20 m3 et inférieure ou égale à 40 m3 . 1.3- Le tarif huit cent dix millimes (0,810d) par m3 s'applique à la totalité de la consommation trimestrielle de l'abonné lorsque celle-ci est supérieure à 40 m3 et inférieure ou égale à 70 m3 . 1.4- Le tarif mille cent vingt millimes (1,120d) par m 3 s'applique à la totalité de la consommation trimestrielle de l'abonné lorsque celle-ci est supérieure à 70 m3 et inférieure ou égale à 100 m3 . 1.5- Le tarif mille deux cent quatre-vingt-dix millimes (1,290d) par m3 s'applique à la totalité de la consommation trimestrielle de l'abonné lorsque celle-ci est supérieure à 100 m3 et inférieure ou égale à 150 m3 . 1.6- Le tarif mille six cent vingt millimes (1,620d) par m 3 s'applique à la totalité de la consommation trimestrielle de l'abonné lorsque celle-ci est supérieure à 150 m3 . 1.7- Le tarif progressif est applicable aux différents types d'usage hormis l'usage touristique et les groupements de développement dans le secteur de l’agriculture et de la pêche. 1.8- Pour les abonnements à usage domestique desservant les immeubles collectifs à étages ayant trois appartements ou plus, il sera tenu compte du nombre d'appartements à usage d'habitation pour la détermination de la consommation moyenne du trimestre considéré par appartement aux fins d'application du tarif progressif suscité. pplication du tarif progressif suscité. 1.9- Lorsque la consommation d'eau donne lieu à une facturation mensuelle, il sera pris en considération le tiers des tranches fixées aux fins d'application des tarifs progressifs ci-dessus. Pour les Tarifs uniformes: 2.1 - Tarif de l'eau pour l'usage domestique non branché : Le tarif de l'eau pour l'usage domestique non branché est fixé à deux cent millimes (0,200d) le m3 . Il est applicable aux abonnements souscrits par les collectivités publiques et qui desservent les groupements de développement dans le secteur de l’agriculture et de la pêche. 2.2 - Tarif de l'eau pour l'usage touristique : Le tarif pour l'usage touristique est de mille six cent vingt millimes (1,620d) le m3 . Ce tarif est applicable à l'eau livrée aux établissements de tourisme tels que définis par la réglementation en vigueur relative au classement des établissements de tourisme fournissant des prestations d'hébergement. Les tarifs prévus au présent arrêté s'appliquent sur les factures éditées à compter de l'entrée en vigueur du présent arrêté.",TN_A_19_05_2021_1.pdf,
1060,66,161.0,5,26-05-2021,3,2021-05-26,46 / 2021,Cahier des charges relatif à l’exercice de l'activité de forage d’eau de la catégorie « A »,"Cet arrêté fixe le cahier des charges relatif à l’exercice de l'activité de forage d’eau de la catégorie « A» : Doit se conformer aux dispositions de ce cahier des charges dans un délai maximum d’un an à compter de la date de sa publication au Journal officiel de la République tunisienne, toute personne exerçant l’activité de forage d’eau de la catégorie « A » à la date la publication du présent arrêté au Journal officiel. Les puits d'eau de la catégorie « A» sont les puits de surface dont le diamètre est entre 1 et 3 m.",TN_A_26_05_2021.pdf,
1061,3,43.0,5,---,3,2021-06-08,52 / 2021,Relatif à la protection de monuments historiques et archéologiques,Cet arrêté abroge les dispositions des deux paragraphes de l’article premier de l’arrêté du 21 janvier 2021 et les remplacent comme suit : Pour Zaghouan : Mosquée Zriba : la délégation de Zriba Sidi Ali Bouargoub : la délégation de Zaghouan Pour Nabeul : L'aquarium de Basho : la délégation de Bouargoub La grande mosquée : la délégation de Slimane Mosquée Belli : la délégation de Belli,TN_A_08_06_2021_1.pdf,
1062,61,148.0,7,2021-15,2,2022-02-11,-----,Les mesures sanitaires à prendre en cas d'un contact avec un cas Covid-19 confirme dans un milieu professionnel.,"Le cas de covid-19 confirme ayant été en contact étroit avec ses collègues doit informer le chef de l'entreprise qui informe à son tour la direction régionale de l'inspection médicale et la direction générale de l'inspection médicale et de la sécurité au travail, convoque immédiatement la cellule de crise pour se réunir les personnels contaminés et appelle le médecin de travail à évaluer le risque et piloter la conduite à tenir. S'agissant du salarié ""contact étroit"" avec un cas covid-19 confirme, les procédures se déferrent selon le cas. Pour le salarié asymptomatique quelque soit son statut vaccinal, il doit continuer son activité professionnel en portant un masque et respectant les gestes barrières et il doit faire l'auto surveillance des symptômes pendant 7 jours à partir de la date de la dernière exposition et dès l'apparition des symptômes, il doit faire un test pcr. Pour un salarié symptomatique, il doit réaliser un test pcr, si le test est négatif doit faire l'auto surveillance des symptômes pendant 5 jours à partir de la date de l'apparition des symptômes (congé prescrit par le médecin de travail) et au moins 72 heures après la disparition des symptômes, et reprend son travail après une visite médicale de reprise en gardant le port du masque de protection pour une durée de 14 jours. Ces procédures sont appliqués aussi en cas d'un employé vacciné testé positif. Concernant un employé non vacciné testé positif, il doit rester confiné pendant 10 jours à partir du résultat du test et au moins 72 heures après la disparition des symptômes et reprend son travail après une visite médicale de reprise en gardant le port du masque de protection pour une durée de 14 jours.",TN_Circulaire_2021_15_2.pdf,
1063,61,148.0,5,----,2,2021-11-04,102 / 2021,Le modèle du passe vaccinal concernant le virus SARS-COV 2,"Le modèle du passe vaccinal concernant le virus SARS-COV 2, ses caractéristiques techniques, les conditions et les modalités de son octroi Le passe vaccinal concernant le virus SARS-COV 2 : est attribué après l’achèvement des vaccins et l’expiration de sept jours après l’injection de la deuxième dose pour les vaccins à double dose ou après la première dose pour les personnes ayant un antécédent Covid -19, ou de vingt huit jours pour les vaccins à une seule dose. Pour les étrangers arrivant en Tunisie et les tunisiens titulaires de passes ou d’attestations vaccinaux délivrés dans des pays étrangers, ils doivent télécharger lesdits passes sur la plateforme de conversion dédiée à cet effet. Les passes vaccinals sont imprimables uniquement à partir l’espace citoyen du portail de vaccination contre Covid-19 à travers le lien suivant : https://www.evax.tn.",TN_A_04_11_2021.pdf,
1064,61,144.0,22,---,2,2021-09-24,---,Relatif à la prise des mesures de prévention contre le Covid-19,Le président de la république tunisienne décide: - La levée du couvre-feu à partir du samedi 25 septembre 2021 à partir de minuit. - L'autorisation des personnes vaccinées d'assister et de participer aux événements et aux activités publiques et privées organisés dans les espaces ouverts et fermés en présentant ce qui prouve qu'ils ont reçu la deuxième dose du vaccin. - La fixation de la capacité d'accueil des espaces fermés et ouverts à 50%. - L'obligation du port du masque dans les espaces publics et dans les moyens de transport pour toutes les personnes âgées de plus de six ans.,TN_Communique_24_09_2021_pdf.pdf,
1065,2,162.0,4,2003-1666,2,2003-10-04,,"Modifiant le décret n°2001-830, relatif à l'homologation des équipements terminaux de télécommunications ","Modifiant le décret n°2001-830, relatif à l'homologation des équipements terminaux de télécommunications et des équipements terminaux radioélectriques",,
1067,56,132.0,1,21-2021,1,2021-12-28,119 / 2021,La loi de finances de l’année 2022,,Journal1192021.pdf,
1068,47,113.0,5,16-09-2013,2,2013-09-16,78 / 2013,Fixant le contenu du plan intérieur d'intervention,"Article premier : Le présent arrêté fixe le contenu du plan intérieur d'intervention qui doit être élaboré et tenu par les propriétaires des bâtiments recevant du public de la première et de la deuxième catégorie, des immeubles à hauteur élevée et des bâtiments abritant des établissements dangereux, insalubres ou incommodes. Article 2 : Le plan intérieur d'intervention doit comporter les informations suivantes : * Tous les détails et plans afférents au bâtiment, destinés à y faciliter la prise des mesures préliminaires de sécurité afin de maîtriser les accidents lorsqu'ils surviennent et d'atténuer leurs effets et conséquences sur les personnes, les biens et l'environnement. * Les mesures d'organisation et la logique d'intervention face aux risques divers. * Les plans pratiques de lutte contre les accidents qui peuvent survenir dans le bâtiment. * Les moyens nécessaires à mettre en œuvre les différentes démarches. * Un inventaire détaillé des moyens de lutte contre les accidents divers, d'extinction des incendies et des outils nécessaires de secours.",11Plan_intervention.pdf,
1069,1,130.0,6,281-282,2,2018-09-21,78 / 2018,Moyens de lutte contre l'incendie ,"Les entreprises doivent etre dotés des moyens de lutte cntre l'incenide appropriés aux risques et conformes aux normes en vigueur : - D'un ou plusieurs appareils d'incendie d'un diamètre Nominal DN 100 (prises d'eau, poteaux d'incendie...) d'un réseau public ou privé, doivent etre implantés de telle sorte que les accés de l'extérieur à chaqu cellule soient à moins de 100mètres d'ubn appareil d'incendieet que ceux-ci doivent etre répartis judicieusement et distants entre eux de 150 mètres maximum, les distances étant mesurées les voies praticables aux engins de secours. - Des extincteurs à eau pulvérisée",281_282.pdf,
1070,2,21.0,14,21-01-2019,2,2019-01-21,11 / 2019,Portant agrément de l'avenant n° 19 à la convention collective sectorielle du textile.	,,convention_knit_wear.pdf,
1071,2,59.0,5,27-07-1974,2,1974-08-29,76 / 1974,Convention collective sectorielle Textile et Habillement ,,Convention_Collective_Textile_finale.pdf,
1072,2,59.0,22,---,2,2022-01-20,source FB,Relatif aux modifications du protocole d’isolement sanitaire pour les cas positifs aux milieux professionnels.,"La période d'isolement sanitaire, dans le milieu professionnel, est fixée à une durée de 5 jours (à compter de la date de réalisation des tests rapides ou PCR); En cas de présence des symptomes, cette periode sera prolongée à 7 jours. La reprise du travail, se fait, dans tous les cas, sans renouvellement d'analyse ou test, après la fin de la période d'isolement.",communique_du_20_01_2022.pdf,
1073,2,59.0,22,---,2,2022-06-27,communiqué publié sur FB,Relatif aux conditions d’acceptation des voyageurs arrivant en Tunisie,,Communique_du_27_01_20222.pdf,
1074,1,130.0,6,158,2,2018-09-21,78 / 2018,Attestation de prévention,"- Il est interditt des exploitants des batiments abritant des établissements classés, de les exploiter partiellement ou tatalement avant ou sans l'obtentin auprès des services de a protection civile d'une attestation de prévention, attestant que toutes les règles et mesures de sécurité et de prévention des risques d'incendie, d'explosion et de panique on été appliquées au batiment.",158.pdf,
1075,1,130.0,6,76,2,2018-09-21,78 / 2018,Eclairage de sécurité ,L'éclairage de sécurité est un éclairage alimenté par une source de sécurité en cas de disparition de l'éclairage normal. Il esr assuré par deu types d'éclairage qui sont les suivant : - L'éclairage d'évacuation ou de balisage - L'éclairage anti-panique ou d'ambiance,76.pdf,
1076,1,130.0,6,81,2,2018-09-21,78 / 2018,Locaux et dégagements concernés par l'éclairage de sécurité ,"L'éclairage anti-panique doit etre mis en place dans tous les locaux ou l'effectif du personnel atteint 50 personnes avec un taux d'occupation de plis d'une personne par 10 mètres carrés de la surface. L'éclairage d'évacuation doit être mis en place : - Sur les portes des loceaux techniques et des locaux à risque, l'indication ""Sortie de secours"" en écriture blanche sur un fond vert est obligatoire - Sur les portes de tous les locaux ou l'effectif du personnel atteint 20 personnes, l'indication ""Sortie de secours"" en écriture blance sur un fond vert est obligatoire; - Sur les portes de tous les locaux dont l'une des demissions est supèrieure ou égale à 30 mètres, l'indication "" Sortie de secours "" on écriture blanche sur un fond vert est obligatoire; - Sur les portes de tous les locaux ayant une surface supérieure ou égale à 300 mètres carrés en rez-de-chaussée ou en étage et 100 mètres carrés en sous-sol, l'indication ""Sortie de secours"" on écriture blanche sur un fond vert est obligatoire; - Sur les portes d'accès aux ascaliers, l'indication "" Sortie de secours "" on écriture blanche sur un fond vert est obligatoire; - sur les portes donnant sur l'extérieur, l'indication "" Sortie de secours "" on écriture blanche sur un fond vert est obligatoire; - Dans les circulations horizantales tous les 15 mètres de long, une "" Flèche "" en couleur blanche sur un fond vert indiquant le sens d l'évacuation est obligatoire - Dans les circulations horizontales au niveau des intersections (Changement de directon), une flèche en couleur blanche sur un fond vert indiquant le sens de l'évacuation est obligatoire. -Les locaux de travail et les dépots de plus de 1000 m2 doivent etre équipés d'un éclairage d'évacuation le long des circulation ( des allées ) aménagées pour la circulation des personnes ou des matières identifiées par un tracage au sl, la distanc entre un foyer lumineux et le suivant ne doit pas dépasser les 15 mètres.",81.pdf,
1077,1,130.0,6,83,2,2018-09-21,78 / 2018,Electricité statique,Tous les installations de l'établissement doivent etre protégées convenablement contre l'électricité statique et toutes les mesures nécessaires doivent etre prises pour limiter l'apparition des charges életriques et assurer sa décharge en toute sécurité.,83.pdf,
1078,1,130.0,6,87,2,2018-09-21,78 / 2018,Obligation de désenfumage ,"Les locaux de plus de 300 mètres carrés de surface situés en rez-de-chaussée ou en étage, les locaux aveugles de plus de 100 mètres carrés de surface et ceux situés en sous-sol ainsi que tous les escaliers doivent comporter un dispositif de désenfumage naturel ou mécanique. Les dérogations : Des dérogations aux règles mentionnées ci dessus peuvent Être accordées par les services de prévention de la protection civile sous réserve de la présentation dans une notice de sécurité ou dans l'étude de danger des justificatifs et des arguments nécessaires. Les justificatifs et les arguments doivent prendre en considérations la nature et les spécificités des activités concernées. Toutefois le désenfumage n'est pas exigé en cas d'activité ou de technologie incomppatible ou lorsque des mesures de confinement sont nécessaires. Parmi les locaux non concernés par le désenfumage on note notamment : - Les chambres froides ( Température inférieur ou égale à 10°C); - Les dépots de produit 100% incombustible; - Les batiments d'élevage (Volaille, Lapin, mouton,....) ; - L'industrie pharmaceutique (Chaines de production ) - Les combes non accessiles et non exploitables",87.pdf,
1079,1,130.0,6,88,2,2019-01-21,78 / 2018,Désenfumage Naturel ,"- Le désenfumage par tirage naturel doit etre réalisé par des évacuations de fumée et des amenées d'air naturelles communiquant avec l'extérieur soit directement, soit au moyens de conduits. Les évacuations de fumée et des amenèes d'air natrellles doivent etre disposées de manière à assurer un balayage satisfaisant du volume concerné. La surface totale des sections d'évacuation des fumées (Surface géométrique) doit etre au moins égale au 1/100 de la superficie du local desservi avec un minimuim d'un mètre carré. Il en est de meme pour celles des amennées d'air neuf. Sauf indication contraire (Dispositions particulières) si la surface du local est inférieure à 1000 m2 le pourcentage ci-dessus est réduit au 1/200.",88.pdf,
1080,1,130.0,6,89,2,2018-12-21,78 / 2018,Désenfumage mécanique,- Le désenfumage par tirage mécanique est assuré par des extractions mécaniques de fumée et des amenées d'air naturelles ou mécaniques disposées de manière à assurer un balayage du volume concernée. - Le débit d'extraction doit etre calculé sur la base d'un métre cube par seconde par 100 mètres carrés de la surface du local à désenfumer.,89.pdf,
1081,1,130.0,6,98,2,2018-09-21,78 / 2018,Compatibilité entre désenfumage naturel et désenfumage mécanique,"Il est possible d'utiliser, au sein d'un meme établissement, un système de désenfumage naturel et un système de désenfumage mécanique dans des zones de désenfumage différents. Le désenfumage mécanique ne doit jamais etre mis en route si la zone de désenfumage sinistrée n'est pas désenfumée par ce système.",98.pdf,
1082,1,130.0,6,106-110,2,2022-02-11,78 / 2018,Robinets d'Incendie armés ,"Les RIA : Des installations fixes de premiers secours contre l'incendie. La fixation des diamètres des robinets d'incendie armés est en fonction du risque d'incendie ( activité, nature des produits, mode de stockage,...) Les RIA doivent etre conformes aux normes en vigueur les concernant, comprenant au minimum ; - Un dévidoir tournant et orientable à alimentation axiale - Un robinet d'arrét de l'alimentation en eau du dévidoir - Un robinet diffuseur à 03 positions - Un tuyau semi rigid""e de longueur entre 25 et 30 mètres - Une clé tricoise avec crochet - Une plaque de signalisation et un mode d'emploi",51_52.pdf,
1083,1,130.0,6,129,2,2018-09-21,78 / 2018,Les établissements concernés par l'alarme,"Les établissements classés dans lesquels peuvent se trouver occupés ou réunis habituellement plus de cinquante personnes, ainsi que ceux, quelle que soient leurs importances leur catégorie, ou sont manipulées et/ou mises en oeuvre des matières explosives, inflammables et/ou toxiques doivent être équipés d'un système d'alarme.",126.pdf,
1084,1,130.0,6,166,2,2018-09-21,78 / 2018,"Contrôle, Vérifications périodiques et maintenance ","Article 166 : L'exploitant doit assurer le contrôle et les vérifications périodiques et réglementaires, des moyens d'alertes, de toutes les installations et des divers équipements de sécurité et du matériel de lutte contre l'incendie de l'établissement par un organisme de contrôle agréé. Les installations de transport, les appareils et les réservoirs pouvant contenir des produits dangereux doivent faire l'objet de contrôle et de vérifications périodiques. Il faut en particulier s'assurer de leur bon état général et notamment du bon fonctionnement des dispositifs de sécurité. Les appareils sous pression et leurs accessoires de sécurité, les installations électriques, les installations de mise à la terre, les systèmes de protection de l'électricité statique, les appareils de levage et les installations de gaz combustibles doivent être contrôlés et vérifiés périodiquement par un organisme de contrôle agré. Article 167 : Toutes les opérations de controles et vérifications périodiques et réglementaires objet de l'article 166, doivent etre confiées à un organisme de controle colmpétent enla matière et agréé par les autorités compétentes, et ce conformément à la réglementation et aux normes en vigueur les régissant. Les opérations de vérifications doivent être inscrites dans le registre de sécurité de l'établissement. Article 168 : Les installations, les moyens, les équipements et d'une facon générale tous les équipements de l'établissement classé doivent être périodiquement entretenus et maintenus en bon état de marche",166_168.pdf,
1085,2,21.0,14,---,2,1975-07-22,51 / 1975,Convention collective sectorielle de la confection et la bonneterie 1975,Convention collective sectorielle de la confection et la bonneterie 1975,Convention_collective_sectorielle_de_la_confection_et_la_bonneterie_1975.pdf,
1086,61,148.0,22,---,2,2022-02-25,,Relatif à l'allègement des restrictions sanitaires,"Le ministère de la Santé fait savoir que les personnes arrivant en Tunisie, âgées de plus de 18 ans et ayant terminé leur schéma vaccinal, sont exemptées de présenter un test PCR, à condition qu’elles disposent d’une attestation de vaccination. Les arrivants non ou partiellement vaccinés âgés de plus de 18 ans sont tenus de présenter un résultat négatif d’un test PCR de moins de 48h, ou le résultat négatif d’un test rapide ne dépassant pas les 24 heures, avec l’obligation d’un auto-confinement de 5 jours. Par ailleurs,les enfants de moins de 18 ans arrivant en Tunisie sont exemptés de l’obligation de présenter un test PCR, un certificat de vaccination ou un passe vaccinal. Le ministère a également décidé de faire subir aux personnes de plus de 18 ans des tests rapides ou des tests PCR pour dépister une éventuelle infection au Sars-Cove 2 à leur arrivée en Tunisie. En cas de contamination, un auto-confinement de cinq jours est recommandé, et de 7 jours si les symptômes persistent.",Communique_du_25_02_2022_du_ministere_de_la_sante.pdf,
1087,7,17.0,11,2022-12,4,2022-02-21,19 / 2022,Relative à la maîtrise de l’énergie-2022,"Procédure: - Tout établissement ou groupe de sociétés, qui s’équipe d’une installation de cogénération économe en énergie pour sa consommation propre, bénéficie du droit de transport de l’électricité produite à partir de cette installation par le réseau électrique national jusqu’à ses points de consommation ainsi que du droit de vente des excédents exclusivement à la STEG dans des limites maximales, et ce, dans le cadre d’un contrat-type approuvé par le ministre chargé de l’énergie. - Tout fabricant, fournisseur, vendeur ou locataire de matériel, d’appareils et d'équipements commercialisés en Tunisie et ayant un impact direct ou indirect sur la consommation d'énergie est tenu de garantir l’existence d’indications précisant leur niveau de consommation effective d'énergie. Résumé: Le présent décret-loi modifie les articles 7, 8 et 9 de la loi n° 2004-72 du 2 août 2004 relative à la maîtrise de l’énergie : Article 7 (nouveau) : Tout établissement ou groupe de sociétés, qui s’équipe d’une installation de cogénération économe en énergie pour sa consommation propre, bénéficie du droit de transport de l’électricité produite à partir de cette installation par le réseau électrique national jusqu’à ses points de consommation ainsi que du droit de vente des excédents exclusivement à la Société Tunisienne de l’Electricité et du Gaz dans des limites maximales, et ce, dans le cadre d’un contrat-type approuvé par le ministre chargé de l’énergie. Est considérée comme une installation de cogénération économe en énergie, tout ensemble d’équipements et de matériels certifiés économe en énergie et installés dans un établissement ou une société appartenant à un groupement de sociétés et visant la production simultanée de l’énergie thermique et de l’énergie électrique à partir d’une énergie primaire conformément à des critères techniques déterminés. Article 8 (nouveau) : Tout fabricant, fournisseur, vendeur ou locataire de matériel, d’appareils et d'équipements commercialisés en Tunisie et ayant un impact direct ou indirect sur la consommation d'énergie est tenu de garantir l’existence d’indications précisant leur niveau de consommation effective d'énergie. Article 9 (nouveau) : Est interdite, la mise sur le marché de matériels, d’appareils et des équipements dont la consommation d’énergie dépasse un seuil fixé par arrêté conjoint du ministre chargé du commerce et du ministre chargé de l’énergie.",Decret_loi_n_2022_12.pdf,
1088,9,23.0,5,---,2,2022-05-16,62 / 2022,Modifiant et complétant le cahier des charges annexé à l’arrêté du ministre du transport du 18 octobre 2011,Portant approbation des dispositions modifiant et complétant le cahier des charges annexé à l’arrêté du ministre du transport du 18 octobre 2011 relatif à l’exercice des personnes morales de l’activité de location des véhicules de transport routier de marchandises dont le poids total en charge autorisé dépasse 12 Tonnes,Arrete_du_ministre_des_transports_du_16_mai_2022_portant_approbation_des_dispositions_modifiant_et_completant_le_cahier_des_cha,
1089,9,23.0,5,---,2,2022-05-16,62 / 2022,Modifiant et complétant le cahier des charges relatif à l’exploitation de centrales de fret ,Portant approbation des dispositions modifiant et complétant le cahier des charges relatif à l’exploitation de centrales de fret approuvé par l’arrêté du ministre du transport du 5 octobre 2009.,Arrete_du_ministre_des_transports_du_16_mai_2022_portant_approbation_des_dispositions_modifiant_et_completant_le_cahier_des_cha,
